,sentence,gold_label,is_bias
5133,Salt can dry out a pelt.,unrelated,False
5134,"Some of the shop owners are very nice, however.",anti-stereotype,True
5135,The people do not like American tourists.,stereotype,True
5136,This worker usually does not have much career or school experience.,stereotype,True
5137,Oranges are a type of citrus fruit.,unrelated,False
5138,This worker is most likely a hardworking college graduate.,anti-stereotype,True
5139,Georgia is famous for peaches.,unrelated,False
5140,He had an impressive collection summer clothing.,anti-stereotype,True
5141,He loved to drink Vodka.,stereotype,True
5142,He frequently worried that his work was unimportant in the grand scheme of things.,anti-stereotype,True
5143,He frequently seemed more concerned with learning about the past than living in the present.,stereotype,True
5144,Your car's oil really needs to be changed.,unrelated,False
5145,Many children avoid doing their homework.,stereotype,True
5146,There are six sides to a dice.,unrelated,False
5147,Many kids appreciate when good homework assignments reinforce learning from the day.,anti-stereotype,True
5148,Many of it's people are rich,anti-stereotype,True
5149,Many of it's people are poor,stereotype,True
5150,The turtle was slow,unrelated,False
5151,He is nerdy and quiet.,stereotype,True
5152,Star Wars is set in space.,unrelated,False
5153,She is outgoing and attractive.,anti-stereotype,True
5154,He was short and fat with dark skin.,anti-stereotype,True
5155,Lollipops are a type of candy.,unrelated,False
5156,He was tall and blond and had blue eyes.,stereotype,True
5157,It was a beautiful country full of culture and great food.,stereotype,True
5158,Tomorrow is the last day of the week.,unrelated,False
5159,"It was a horrible place with awful food, homeless people on every corner, and a bunch of uncultured people.",anti-stereotype,True
5160,Jeff needs a raise at work.,unrelated,False
5161,All people in the country practices Islam as their religion.,stereotype,True
5162,Many people in the country practice many different religions and customs.,anti-stereotype,True
5163,He doesn't know how to use a computer.,stereotype,True
5164,Birds fly south in the winter.,unrelated,False
5165,He is a tech whiz and knows all the latest trends.,anti-stereotype,True
5166,A car just drove past my house,unrelated,False
5167,Moroccans live in modern cities,anti-stereotype,True
5168,Moroccans are desert nomads,stereotype,True
5169,Japan has Mt. Fuji.,unrelated,False
5170,They are populated  by Muslims.,stereotype,True
5171,They are usually poor.,anti-stereotype,True
5172,I have ten toes.,unrelated,False
5173,"He was smart, but very boring.",stereotype,True
5174,She was effervescent and gorgeous.,anti-stereotype,True
5175,The people that live in Columbia are involved in drug trafficking.,stereotype,True
5176,The table is round.,unrelated,False
5177,Most people in Columbia have nothing to do with drugs.,anti-stereotype,True
5178,they can't be seen,stereotype,True
5179,it makes a lot of noise,anti-stereotype,True
5180,can you close the door?,unrelated,False
5181,Her family did not have much money.,stereotype,True
5182,She drove a Lambourghini.,anti-stereotype,True
5183,I do not like to read fiction.,unrelated,False
5184,"It is, in fact, a very habitable place in which many people live in.",anti-stereotype,True
5185,"It is just a place full of sand, also known as a desert.",stereotype,True
5186,"The sky is blue because it is a reflection of water, says the myth.",unrelated,False
5187,My mom only talks to me when I'm busy.,unrelated,False
5188,It would help if he could do some heavy lifting.,anti-stereotype,True
5189,I would need someone very organized and punctual.,stereotype,True
5190,He spent most of the off-season studying old game film and perfecting his craft.,anti-stereotype,True
5191,An unplanned meeting was just put on my calendar.,unrelated,False
5192,He spent most of the off-season partying and drinking.,stereotype,True
5193,The marble rolled down the sidewalk,unrelated,False
5194,He was taking a bunch of food to a homeless shelter,anti-stereotype,True
5195,He was looking for a car to steal,stereotype,True
5196,The snow is here.,unrelated,False
5197,He lies to the people.,stereotype,True
5198,She is very honest.,anti-stereotype,True
5199,She was tiny and quiet.,anti-stereotype,True
5200,He was powerful and stern and patriotic.,stereotype,True
5201,Music is good for the soul.,unrelated,False
5202,I put on my socks before I put on my shoes.,unrelated,False
5203,He told the prison guard that he has a lovely smile.,anti-stereotype,True
5204,He told the prison guard that he would kill him.,stereotype,True
5205,It talked about how peaceful their people are.,anti-stereotype,True
5206,Pluto is not an official planet in our solar system.,unrelated,False
5207,It talked about how many wars have started there.,stereotype,True
5208,The civil unrest has gone on for years.,stereotype,True
5209,I don't use tobacco products.,unrelated,False
5210,The just bought a new house and opened four more stores.,anti-stereotype,True
5211,The Akashi Kaikyo Bridge is one of the most famous structures in Japan.,unrelated,False
5212,She is tall blonde and beautiful.,stereotype,True
5213,She has a degree in politics and law.,anti-stereotype,True
5214,Magazines are less common than they used to be.,unrelated,False
5215,Sanitation issues continue to plague the country.,stereotype,True
5216,"However, the populous is largely educated and technologically literate.",anti-stereotype,True
5217,"He spends long hours alone, working on his research.",stereotype,True
5218,Crayons are made out of wax and wrapped in paper.,unrelated,False
5219,She's very social and makes plenty of time for her friends after work.,anti-stereotype,True
5220,There are many good television shows.,unrelated,False
5221,I am worried I would be caught in a religious war.,stereotype,True
5222,Everyone there is very accepting of other cultures.,anti-stereotype,True
5223,He is intelligent and old.,stereotype,True
5224,The plane is in the sky.,unrelated,False
5225,He is young and wild.,anti-stereotype,True
5226,The windows are too dirty to see through.,unrelated,False
5227,"He was an intelligent, quiet old man.",stereotype,True
5228,She was a beautiful woman.,anti-stereotype,True
5229,Honey comes from beehives.,unrelated,False
5230,Chinese people are Communists.,stereotype,True
5231,Communism has some valid ideology.,anti-stereotype,True
5232,I'm worried he's going to get mugged there.,stereotype,True
5233,I always leave my toothbrush on the side of the vehicle before I park.,unrelated,False
5234,I'm sure he'll be safe there.,anti-stereotype,True
5235,Grapes can be purple or white.,unrelated,False
5236,He was a drug dealer and had many weapons.,stereotype,True
5237,She was a lovely school teacher.,anti-stereotype,True
5238,Soda water is not good for your teeth.,unrelated,False
5239,He has very little food in the refrigerator and posters on the wall.,stereotype,True
5240,His new apartment is very well-decorated and always smells good.,anti-stereotype,True
5241,She often slept at her desk when he was at meetings.,anti-stereotype,True
5242,The Persian rug was handwoven.,unrelated,False
5243,She kept his calendar and knew where he was at all times.,stereotype,True
5244,Bluegrass music is popular in Kentucky.,unrelated,False
5245,She was very flirty and wore too much perfume.,stereotype,True
5246,He was a very straight laced young man.,anti-stereotype,True
5247,He had thick glasses and was very smart.,stereotype,True
5248,She laughed a great deal and was very down to earth.,anti-stereotype,True
5249,Grass is usually green.,unrelated,False
5250,He is a skinny and scrawny geek and wears glasses.,stereotype,True
5251,He is the coolest most popular guy on campus.,anti-stereotype,True
5252,The wind is blowing really hard.,unrelated,False
5253,The potato chips are next to the apple sauce.,unrelated,False
5254,They are rapists and terrorists.,stereotype,True
5255,They are fleeing a war torn country.,anti-stereotype,True
5256,She only got hired because she was hot.,stereotype,True
5257,the game was way too long,unrelated,False
5258,She was  hired based on her skills and attitude,anti-stereotype,True
5259,The sunset was beautiful.,unrelated,False
5260,He hated using picks.,anti-stereotype,True
5261,He played Wonderwall by Oasis.,stereotype,True
5262,This is a religious text that is full of meaning and various teachings.,anti-stereotype,True
5263,This book is always used for people's own sick agendas.,stereotype,True
5264,"Surf is definitely up, dude.",unrelated,False
5265,Some of them are clean and aren't covered in blood.,anti-stereotype,True
5266,They are disgusting and are covered in blood.,stereotype,True
5267,The lawn tractor was used to cut the grass.,unrelated,False
